,food items,Allergy,Avg Serving Size,Calories,Category,Carbs,Total Fat,Saturated Fat,Protein,Fiber,Cholesterol,Sodium,Sugar,Potassium,Magnesium,Phosphorus,Vitamin C,Vitamin A,Calcium,Iron,Zinc,Vitamin E,Vitamin K,Serving_Size_Grams,Calories_per_100g,Carbs_per_100g,Total Fat_per_100g,Saturated Fat_per_100g,Protein_per_100g,Fiber_per_100g,Cholesterol_per_100g,Sodium_per_100g,Sugar_per_100g,Potassium_per_100g,Magnesium_per_100g,Phosphorus_per_100g,Vitamin C_per_100g,Vitamin A_per_100g,Calcium_per_100g,Iron_per_100g,Zinc_per_100g,Vitamin E_per_100g,Vitamin K_per_100g
208,Redberries,No allergy,123.0,60.27,Fruits,14.76,0.861,0.0,1.722,4.428,0.0,1.23,4.92,249.69,17.22,34.44,72.324,71.34,0.615,3.075,3.69,0.369,0.123,123.0,49.00000000000001,12.0,0.7000000000000001,0.0,1.4000000000000001,3.5999999999999996,0.0,1.0,4.0,202.99999999999997,13.999999999999998,27.999999999999996,58.8,58.00000000000001,0.5,2.5,3.0,0.3,0.1
209,Rhubarb,No allergy,122.0,25.62,Fruits,6.1,0.244,0.0,1.098,2.684,0.0,1.22,1.586,223.26,14.64,24.4,25.62,1250.5,0.122,35.746,104.92,0.244,0.122,122.0,21.000000000000004,5.0,0.2,0.0,0.9000000000000001,2.2,0.0,1.0,1.3,182.99999999999997,12.000000000000002,20.0,21.000000000000004,1025.0,0.1,29.300000000000004,86.0,0.2,0.1
210,Starfruit,No allergy,91.0,28.21,Fruits,5.46,0.182,0.0,1.274,2.548,0.0,1.82,3.64,121.03,3.64,10.92,31.304,0.0,0.273,1.456,27.3,0.364,0.273,91.0,31.0,6.0,0.2,0.0,1.4000000000000001,2.8000000000000003,0.0,2.0,4.0,133.0,4.0,12.0,34.4,0.0,0.3,1.6,30.0,0.4,0.3
211,Tangerine,No allergy,88.0,46.64,Fruits,11.44,0.264,0.0,0.704,1.584,0.0,0.0,7.92,146.08,7.04,12.32,23.496,599.28,0.176,0.44,32.56,0.088,0.088,88.0,53.0,13.0,0.3,0.0,0.8,1.8000000000000003,0.0,0.0,9.0,166.0,8.0,14.000000000000002,26.699999999999996,681.0,0.2,0.5,37.00000000000001,0.1,0.1
212,Uglifruit,No allergy,182.0,109.2,Fruits,27.3,0.364,0.0,2.73,6.188,0.0,0.0,21.84,535.08,25.48,49.14,103.74,231.14,0.546,0.91,63.7,0.182,0.182,182.0,60.0,15.0,0.2,0.0,1.5,3.3999999999999995,0.0,0.0,12.0,294.00000000000006,14.000000000000002,27.0,56.99999999999999,127.0,0.3,0.5,35.0,0.1,0.1
213,Watermelon,No allergy,286.0,85.8,Fruits,22.88,0.572,0.0,1.716,1.716,0.0,5.72,17.16,915.2,40.04,31.46,23.166,1627.34,0.4004,0.286,28.6,0.6864,0.286,286.0,30.0,8.0,0.2,0.0,0.6,0.6,0.0,2.0,6.0,320.0,13.999999999999998,11.0,8.1,569.0,0.13999999999999999,0.1,10.0,0.24000000000000002,0.1
214,Harrd Red Wheat,No allergy,100.0,123.0,Grains,25.0,0.8,0.1,4.5,3.6,0.0,2.0,1.55,363.0,138.0,350.0,0.0,0.0,33.0,3.93,2.65,0.08,3.6,100.0,123.0,25.0,0.8,0.1,4.5,3.6000000000000005,0.0,2.0,1.55,363.0,138.0,350.0,0.0,0.0,33.0,3.93,2.65,0.08,3.6000000000000005
215,Soft Red Wheat,No allergy,100.0,125.0,Grains,25.3,0.9,0.1,3.6,3.5,0.0,2.0,1.22,327.0,110.0,306.0,0.0,0.0,34.0,2.16,1.63,0.35,2.6,100.0,125.0,25.3,0.9000000000000001,0.1,3.6000000000000005,3.5000000000000004,0.0,2.0,1.22,327.0,110.00000000000001,306.0,0.0,0.0,34.0,2.16,1.63,0.35,2.6
216,Hard White Wheat,No allergy,100.0,125.0,Grains,26.0,0.8,0.1,4.5,3.6,0.0,2.0,0.99,355.0,139.0,346.0,0.0,0.0,32.0,3.6,2.63,0.1,2.2,100.0,125.0,26.0,0.8,0.1,4.5,3.6000000000000005,0.0,2.0,0.9899999999999999,355.0,139.0,346.0,0.0,0.0,32.0,3.6000000000000005,2.63,0.1,2.2
217,Soft White Wheat,No allergy,100.0,124.0,Grains,25.4,0.6,0.1,4.5,3.6,0.0,2.0,1.31,354.0,138.0,346.0,0.0,0.0,34.0,2.66,1.97,0.07,2.2,100.0,124.0,25.4,0.6,0.1,4.5,3.6000000000000005,0.0,2.0,1.31,354.0,138.0,346.0,0.0,0.0,34.0,2.66,1.97,0.07,2.2
218,Durum Wheat,No allergy,100.0,123.0,Grains,25.6,0.6,0.1,4.9,3.9,0.0,2.0,1.71,303.0,144.0,303.0,0.0,0.0,51.0,4.57,2.77,0.5,1.9,100.0,123.0,25.6,0.6,0.1,4.9,3.9,0.0,2.0,1.71,303.0,144.0,303.0,0.0,0.0,51.0,4.57,2.77,0.5,1.9
219,Einkorn Wheat,No allergy,100.0,343.0,Grains,70.0,2.5,0.5,12.0,9.0,0.0,0.0,1.38,370.0,32.0,262.0,1.7,0.0,60.0,4.31,3.06,0.79,1.9,100.0,343.0,70.0,2.5,0.5,12.0,9.0,0.0,0.0,1.38,370.0,32.0,262.0,1.7000000000000002,0.0,60.0,4.31,3.06,0.79,1.9
220,Spelt Wheat,No allergy,100.0,135.0,Grains,28.2,0.9,0.2,5.8,3.5,0.0,6.0,2.43,382.0,136.0,401.0,0.0,0.0,44.0,2.43,1.95,0.47,4.3,100.0,135.0,28.199999999999996,0.9000000000000001,0.2,5.8,3.5000000000000004,0.0,6.0,2.43,382.0,136.0,401.0,0.0,0.0,44.0,2.43,1.95,0.4699999999999999,4.3
221,Emmer Wheat,No allergy,100.0,136.0,Grains,28.7,1.7,0.2,6.3,4.7,0.0,12.0,1.57,360.0,97.0,358.0,0.0,0.0,38.0,3.63,2.33,0.9,1.8,100.0,136.0,28.7,1.7000000000000002,0.2,6.3,4.7,0.0,12.0,1.5700000000000003,360.0,97.0,358.0,0.0,0.0,38.0,3.63,2.33,0.9000000000000001,1.8000000000000003
222,White Rice,No allergy,85.0,110.5,Grains,23.8,0.17,0.085,2.295,0.255,0.0,0.85,0.102,29.75,21.25,97.75,0.0,0.0,8.5,0.68,0.5355,0.0425,0.085,85.0,130.0,28.000000000000004,0.2,0.1,2.7,0.3,0.0,1.0,0.12,35.0,25.0,114.99999999999999,0.0,0.0,10.0,0.8,0.63,0.05,0.1
223,Brown Rice,No allergy,85.0,95.2,Grains,19.975,0.765,0.17,2.21,1.53,0.0,0.85,0.7225,36.55,37.4,93.5,0.0,0.0,8.5,0.68,0.9265,0.1445,1.36,85.0,112.00000000000001,23.5,0.8999999999999999,0.2,2.6,1.7999999999999998,0.0,1.0,0.8500000000000001,43.0,44.0,110.00000000000001,0.0,0.0,10.0,0.8,1.09,0.16999999999999998,1.6
224,Basmati Rice,No allergy,100.0,370.0,Grains,79.0,0.8,0.2,7.3,1.3,0.0,1.0,0.12,35.0,24.0,79.0,0.0,0.0,5.0,1.08,0.99,0.08,0.4,100.0,370.0,79.0,0.8,0.2,7.3,1.3,0.0,1.0,0.12,35.0,24.0,79.0,0.0,0.0,5.0,1.08,0.9899999999999999,0.08,0.4
225,Jasmine Rice,No allergy,100.0,130.0,Grains,28.0,0.3,0.1,2.7,0.3,0.0,1.0,0.03,35.0,20.0,73.0,0.0,0.0,3.0,0.8,0.68,0.11,1.2,100.0,130.0,28.000000000000004,0.3,0.1,2.7,0.3,0.0,1.0,0.03,35.0,20.0,73.0,0.0,0.0,3.0,0.8,0.68,0.11,1.2
226,Arborio Rice,No allergy,100.0,97.0,Grains,21.7,0.2,0.1,1.8,0.3,0.0,4.0,0.33,50.0,18.0,98.0,0.0,0.0,8.0,1.2,0.7,0.12,0.3,100.0,97.0,21.7,0.2,0.1,1.8000000000000003,0.3,0.0,4.0,0.33,50.0,18.0,98.0,0.0,0.0,8.0,1.2,0.7,0.12,0.3
227,Black Rice,No allergy,100.0,335.0,Grains,75.0,3.3,0.7,6.8,3.0,0.0,0.0,6.3,280.0,143.0,370.0,0.0,0.0,28.0,3.5,1.8,0.8,16.3,100.0,335.0,75.0,3.3000000000000003,0.7,6.800000000000001,3.0,0.0,0.0,6.3,280.0,143.0,370.0,0.0,0.0,28.000000000000004,3.5000000000000004,1.8000000000000003,0.8,16.3
228,Red Rice,No allergy,100.0,111.0,Grains,23.5,0.9,0.2,2.6,1.8,0.0,4.0,1.1,257.0,56.0,150.0,0.0,0.0,33.0,1.47,2.15,1.08,1.4,100.0,111.00000000000001,23.5,0.9000000000000001,0.2,2.6,1.8000000000000003,0.0,4.0,1.1,257.0,56.00000000000001,150.0,0.0,0.0,33.0,1.47,2.15,1.08,1.4
229,Wild RIce,No allergy,100.0,101.0,Grains,21.3,0.4,0.1,4.0,1.8,0.0,7.0,0.35,427.0,44.0,306.0,0.0,0.0,10.0,1.44,2.03,1.29,1.9,100.0,101.0,21.3,0.4,0.1,4.0,1.8000000000000003,0.0,7.000000000000001,0.35,426.99999999999994,44.0,306.0,0.0,0.0,10.0,1.44,2.03,1.29,1.9
230,Dent Corn,No allergy,166.0,175.96,Grains,39.84,1.66,0.332,4.98,3.32,0.0,58.1,2.822,476.42,210.82,408.36,0.0,0.0,11.62,0.83,0.498,0.166,0.0,166.0,106.0,24.000000000000004,1.0,0.2,3.0000000000000004,2.0,0.0,35.0,1.7000000000000002,287.0,127.0,246.0,0.0,0.0,6.999999999999999,0.5,0.3,0.1,0.0
231,Sweet Corn,No allergy,145.0,123.25,Grains,27.55,1.45,0.29,4.35,2.9,0.0,21.75,4.669,391.5,53.65,129.05,9.86,275.5,2.9,0.754,0.3915,0.0435,0.435,145.0,85.0,19.0,1.0,0.2,3.0,2.0,0.0,15.0,3.2199999999999998,270.0,37.0,89.00000000000001,6.799999999999999,190.0,2.0,0.52,0.27,0.03,0.3
232,Flint Corn,No allergy,90.0,324.0,Grains,68.4,3.6,0.45,8.1,6.3,0.0,9.0,0.783,258.3,114.3,189.0,0.0,0.0,6.3,2.439,0.414,0.009,0.0,90.0,360.0,76.0,4.0,0.5,9.0,6.999999999999999,0.0,10.0,0.8700000000000001,287.0,127.0,210.0,0.0,0.0,6.999999999999999,2.71,0.45999999999999996,0.009999999999999998,0.0
233,Flour Corn,No allergy,16.0,57.6,Grains,12.48,0.16,0.0,1.44,1.28,0.0,2.56,0.2992,45.92,20.32,33.6,0.0,0.0,1.12,0.4336,0.0736,0.0016,0.0,16.0,360.0,78.0,1.0,0.0,9.0,8.0,0.0,16.0,1.87,287.0,127.0,210.0,0.0,0.0,7.000000000000001,2.71,0.45999999999999996,0.01,0.0
234,Waxy Corn,No allergy,85.0,73.1,Grains,15.3,0.85,0.0,2.55,1.7,0.0,0.85,0.544,230.35,31.45,75.65,0.0,0.0,0.85,0.442,0.2295,0.0255,0.0,85.0,86.0,18.000000000000004,1.0,0.0,3.0,2.0,0.0,1.0,0.64,271.0,37.0,89.0,0.0,0.0,1.0,0.52,0.27,0.03,0.0
235,Rolled Oats,No allergy,100.0,389.0,Grains,66.0,7.0,1.0,17.0,10.0,0.0,0.0,1.07,429.0,138.0,180.0,0.0,0.0,54.0,4.72,1.29,0.45,0.0,100.0,389.0,66.0,7.000000000000001,1.0,17.0,10.0,0.0,0.0,1.07,429.0,138.0,180.0,0.0,0.0,54.0,4.72,1.29,0.45000000000000007,0.0
236,Steel-cut Oats,No allergy,100.0,378.0,Grains,68.0,7.0,1.0,14.0,10.0,0.0,0.0,0.99,350.0,138.0,180.0,0.0,0.0,54.0,4.72,1.29,0.45,0.0,100.0,378.0,68.0,7.000000000000001,1.0,14.000000000000002,10.0,0.0,0.0,0.9899999999999999,350.0,138.0,180.0,0.0,0.0,54.0,4.72,1.29,0.45000000000000007,0.0
237,Quick Oats,No allergy,100.0,379.0,Grains,67.0,6.5,1.0,13.0,10.0,0.0,5.0,0.77,355.0,110.0,180.0,0.0,0.0,54.0,4.72,1.29,0.45,0.0,100.0,379.0,67.0,6.5,1.0,13.0,10.0,0.0,5.0,0.77,355.0,110.00000000000001,180.0,0.0,0.0,54.0,4.72,1.29,0.45000000000000007,0.0
238,Instant Oats,No allergy,100.0,389.0,Grains,67.0,6.9,1.2,12.0,10.0,0.0,202.0,0.76,259.0,32.0,89.0,0.0,0.0,11.0,1.31,0.27,0.11,0.0,100.0,389.0,67.0,6.9,1.2,12.0,10.0,0.0,202.0,0.76,259.0,32.0,89.0,0.0,0.0,11.0,1.31,0.27,0.11,0.0
239,Oat Groats,No allergy,100.0,379.0,Grains,68.0,6.5,1.0,13.0,10.0,0.0,2.0,1.55,429.0,139.0,410.0,0.0,0.0,52.0,4.72,1.29,0.03,0.0,100.0,379.0,68.0,6.5,1.0,13.0,10.0,0.0,2.0,1.55,429.0,139.0,409.99999999999994,0.0,0.0,52.0,4.72,1.29,0.03,0.0
240,Hulled Barley,No allergy,100.0,354.0,Grains,73.0,2.3,0.4,10.0,17.0,0.0,12.0,0.8,280.0,79.0,221.0,0.0,0.0,29.0,1.03,0.67,0.19,1.2,100.0,354.0,73.0,2.3,0.4,10.0,17.0,0.0,12.0,0.8,280.0,79.0,221.0,0.0,0.0,28.999999999999996,1.03,0.67,0.19,1.2
241,Pearled Barley,No allergy,100.0,352.0,Grains,77.0,1.2,0.3,9.9,15.6,0.0,10.0,0.8,280.0,79.0,221.0,0.0,0.0,29.0,1.03,0.67,0.19,1.2,100.0,352.0,77.0,1.2,0.3,9.9,15.6,0.0,10.0,0.8,280.0,79.0,221.0,0.0,0.0,28.999999999999996,1.03,0.67,0.19,1.2
242,Scotch Barley,No allergy,100.0,354.0,Grains,77.7,2.3,0.5,9.5,15.6,0.0,12.0,0.0,452.0,79.0,221.0,0.0,0.0,11.0,2.5,2.7,0.0,2.2,100.0,354.0,77.7,2.3,0.5,9.5,15.6,0.0,12.0,0.0,451.99999999999994,79.0,221.0,0.0,0.0,11.0,2.5,2.7,0.0,2.2
243,Barley Flakes,No allergy,165.0,580.8,Grains,121.275,3.795,0.825,16.995,25.74,0.0,4.95,1.32,462.0,57.75,179.85,0.0,0.0,13.2,4.125,2.475,0.0,2.475,165.0,351.99999999999994,73.5,2.3,0.5,10.3,15.6,0.0,3.0000000000000004,0.8,280.0,35.0,108.99999999999999,0.0,0.0,8.0,2.5,1.5000000000000002,0.0,1.5000000000000002
244,Barley Grits,No allergy,100.0,352.0,Grains,76.0,1.3,0.3,8.2,15.0,0.0,3.0,0.8,280.0,35.0,109.0,0.0,0.0,8.0,2.5,1.5,0.0,1.5,100.0,352.0,76.0,1.3,0.3,8.2,15.0,0.0,3.0,0.8,280.0,35.0,109.00000000000001,0.0,0.0,8.0,2.5,1.5,0.0,1.5
245,Barley Flour,No allergy,120.0,422.4,Grains,87.6,2.76,0.48,12.48,18.72,0.0,1.2,1.68,396.0,46.8,130.8,0.0,0.0,34.8,3.0,2.4,0.0,2.64,120.0,352.0,73.0,2.3,0.4,10.4,15.6,0.0,1.0,1.4000000000000001,330.0,38.99999999999999,109.00000000000001,0.0,0.0,28.999999999999996,2.5,2.0,0.0,2.2
246,Purple Barley,No allergy,120.0,424.8,Grains,87.6,2.4,0.48,14.4,18.0,0.0,8.4,0.0,336.0,94.8,265.2,0.0,0.0,13.2,3.96,3.6,0.0,3.96,120.0,354.0,73.0,2.0,0.4,12.000000000000002,15.0,0.0,7.000000000000001,0.0,280.0,78.99999999999999,221.0,0.0,0.0,11.0,3.3000000000000003,3.0000000000000004,0.0,3.3000000000000003
247,Black Barley,No allergy,120.0,147.6,Grains,31.44,1.08,0.6,4.2,4.68,0.0,14.4,0.96,336.0,159.6,134.4,0.0,0.0,33.6,3.0,2.64,0.96,3.0,120.0,123.0,26.200000000000003,0.9000000000000001,0.5,3.5000000000000004,3.9,0.0,12.000000000000002,0.8,280.0,132.99999999999997,112.00000000000001,0.0,0.0,28.000000000000004,2.5,2.2,0.8,2.5
248,Sprouted Barley,No allergy,120.0,44.4,Grains,9.768,0.288,0.06,2.376,3.48,0.0,15.6,1.08,456.0,142.8,102.0,1.44,8.4,34.8,3.24,2.64,0.36,2.76,120.0,37.0,8.14,0.24,0.05,1.9799999999999998,2.9000000000000004,0.0,13.0,0.9000000000000001,380.0,119.00000000000001,85.0,1.2,7.000000000000001,28.999999999999996,2.7,2.2,0.3,2.3
249,Whole Rye,No allergy,50.0,168.0,Grains,38.155,0.96,0.14,4.86,7.8,0.0,3.0,0.55,167.0,60.5,175.0,0.25,0.0,17.0,0.9,0.85,0.25,1.35,50.0,336.0,76.31,1.92,0.28,9.72,15.6,0.0,6.0,1.1,334.0,121.0,350.0,0.5,0.0,34.0,1.8000000000000003,1.7000000000000002,0.5,2.7
250,Rye Flakes,No allergy,45.0,152.1,Grains,31.095,0.72,0.135,4.23,6.795,0.0,0.9,0.585,148.5,61.65,139.95,0.0,0.0,16.2,1.62,1.53,0.36,0.99,45.0,338.0,69.1,1.6,0.3,9.400000000000002,15.1,0.0,2.0,1.3,330.0,137.0,311.0,0.0,0.0,36.0,3.6000000000000005,3.4000000000000004,0.8,2.1999999999999997
251,Rye Flour,No allergy,10.0,33.5,Grains,7.22,0.13,0.02,0.88,1.51,0.0,0.3,0.16,35.0,12.1,35.0,0.0,0.0,3.3,0.27,0.16,0.05,0.22,10.0,335.0,72.2,1.3,0.2,8.799999999999999,15.1,0.0,3.0,1.6,350.0,121.0,350.0,0.0,0.0,32.99999999999999,2.7,1.6,0.5,2.1999999999999997
252,Pumpernickel,No allergy,120.0,300.0,Grains,61.2,1.92,0.36,9.12,9.36,0.0,8.4,4.56,384.0,70.8,192.0,0.0,0.0,18.0,1.8,1.68,0.48,1.68,120.0,250.0,51.0,1.6,0.3,7.6,7.8,0.0,7.000000000000001,3.8,320.0,59.0,160.0,0.0,0.0,15.0,1.5000000000000002,1.4000000000000001,0.4,1.4000000000000001
253,Rye Bread,No allergy,32.0,72.0,Grains,12.8,0.48,0.112,2.24,2.56,0.0,100.8,1.76,43.84,11.84,23.68,0.0,0.0,12.16,0.384,0.224,0.032,0.512,32.0,225.0,40.0,1.5,0.35000000000000003,7.000000000000001,8.0,0.0,315.0,5.5,137.0,37.0,74.0,0.0,0.0,38.0,1.2,0.7000000000000001,0.1,1.6
254,White Quinoa,No allergy,185.0,222.0,Grains,39.405,3.515,0.37,8.14,5.18,0.0,9.25,1.665,318.2,118.4,281.2,0.0,0.0,31.45,5.18,2.035,2.035,1.11,185.0,120.0,21.3,1.9,0.2,4.4,2.8,0.0,5.0,0.9000000000000001,172.0,64.0,152.0,0.0,0.0,17.0,2.8,1.1,1.1,0.6
255,Red Quinoa,No allergy,125.0,150.0,Grains,26.625,2.375,0.25,5.5,3.5,0.0,8.75,1.125,215.0,80.0,190.0,0.0,0.0,21.25,3.5,1.375,1.375,0.75,125.0,120.0,21.3,1.9,0.2,4.3999999999999995,2.8000000000000003,0.0,7.000000000000001,0.8999999999999999,172.0,64.0,152.0,0.0,0.0,17.0,2.8000000000000003,1.0999999999999999,1.0999999999999999,0.6
256,Black Quinoa,No allergy,135.0,162.0,Grains,28.755,2.565,0.27,5.94,3.78,0.0,9.45,2.025,232.2,86.4,205.2,0.0,0.0,22.95,3.78,1.485,1.485,0.81,135.0,120.0,21.3,1.9,0.2,4.4,2.8,0.0,6.999999999999999,1.5,172.0,64.0,152.0,0.0,0.0,17.0,2.8,1.1,1.1,0.6
257,Tri-color Quinoa,No allergy,120.0,144.0,Grains,25.2,2.4,0.0,4.8,3.36,0.0,6.0,4.08,675.6,236.4,548.4,2.04,0.0,37.2,5.52,3.36,2.88,1.8,120.0,120.0,21.0,2.0,0.0,4.0,2.8000000000000003,0.0,5.0,3.4000000000000004,563.0,197.0,456.99999999999994,1.7000000000000002,0.0,31.0,4.6,2.8000000000000003,2.4,1.5000000000000002
258,Purple Quinoa,No allergy,100.0,120.0,Grains,21.0,2.0,0.2,4.0,2.8,0.0,7.0,1.4,563.0,197.0,457.0,1.1,0.0,31.0,4.6,2.8,2.4,1.5,100.0,120.0,21.0,2.0,0.2,4.0,2.8,0.0,7.000000000000001,1.4,563.0,197.0,457.0,1.1,0.0,31.0,4.6,2.8,2.4,1.5
259,High-altitude Quinoa,No allergy,160.0,192.0,Grains,33.6,3.2,0.0,6.4,4.0,0.0,11.2,1.44,900.8,315.2,731.2,1.76,0.0,49.6,7.36,4.48,3.84,2.4,160.0,120.0,21.000000000000004,2.0,0.0,4.0,2.5,0.0,6.999999999999999,0.8999999999999999,563.0,197.0,457.0,1.0999999999999999,0.0,31.0,4.6,2.8000000000000003,2.4,1.5
260,Golden Quinoa,No allergy,160.0,192.0,Grains,33.6,3.2,0.0,6.4,4.0,0.0,8.0,5.44,900.8,315.2,731.2,2.72,0.0,49.6,7.36,4.48,3.84,2.4,160.0,120.0,21.000000000000004,2.0,0.0,4.0,2.5,0.0,5.0,3.4000000000000004,563.0,197.0,457.0,1.7000000000000002,0.0,31.0,4.6,2.8000000000000003,2.4,1.5
261,Pearl Millet,No allergy,170.0,202.3,Grains,40.29,2.21,0.51,5.27,2.21,0.0,28.9,1.36,595.0,193.8,484.5,0.0,0.0,40.8,5.27,3.06,2.89,0.0,170.0,119.00000000000001,23.7,1.3,0.3,3.0999999999999996,1.3,0.0,17.0,0.8,350.0,114.00000000000001,285.0,0.0,0.0,24.0,3.0999999999999996,1.7999999999999998,1.7000000000000002,0.0
262,Foxtail Millet,No allergy,150.0,178.5,Grains,37.8,1.8,0.45,4.8,1.95,0.0,25.5,0.9,450.0,94.5,435.0,0.0,0.0,46.5,4.2,2.4,1.2,0.0,150.0,119.0,25.2,1.2,0.3,3.2,1.3,0.0,17.0,0.6,300.0,63.0,290.0,0.0,0.0,31.0,2.8000000000000003,1.6,0.8,0.0
263,Finger Millet,No allergy,100.0,119.0,Grains,23.0,1.3,0.3,3.3,3.5,0.0,34.0,0.8,344.0,114.0,387.0,0.0,0.0,344.0,3.9,2.7,1.4,0.0,100.0,119.0,23.0,1.3,0.3,3.3000000000000003,3.5000000000000004,0.0,34.0,0.8,344.0,113.99999999999999,387.0,0.0,0.0,344.0,3.9,2.7,1.4,0.0
264,Proso Millet,No allergy,100.0,119.0,Grains,25.3,0.7,0.2,3.5,1.8,0.0,4.0,0.7,135.0,51.0,112.0,0.0,0.0,8.0,0.8,0.8,0.2,0.0,100.0,119.0,25.3,0.7,0.2,3.5000000000000004,1.8000000000000003,0.0,4.0,0.7,135.0,51.0,112.00000000000001,0.0,0.0,8.0,0.8,0.8,0.2,0.0
265,Barnyard Millet,No allergy,174.0,168.78,Grains,37.758,1.044,0.174,6.264,3.132,0.0,15.66,2.784,339.3,55.68,509.82,0.0,0.0,19.14,11.658,4.872,1.914,0.0,174.0,97.0,21.700000000000003,0.6,0.1,3.6000000000000005,1.8000000000000003,0.0,9.0,1.6,195.0,32.0,293.0,0.0,0.0,11.0,6.699999999999999,2.8000000000000003,1.0999999999999999,0.0
266,Kodo Millet,No allergy,100.0,104.0,Grains,21.66,1.19,0.25,3.3,1.2,0.0,27.0,0.9,241.0,37.0,293.0,0.0,0.0,27.0,0.9,0.9,0.1,0.0,100.0,104.0,21.66,1.19,0.25,3.3000000000000003,1.2,0.0,27.0,0.9000000000000001,241.0,37.0,293.0,0.0,0.0,27.0,0.9000000000000001,0.9000000000000001,0.1,0.0
267,Little Millet,No allergy,100.0,119.0,Grains,25.2,1.3,0.3,3.6,7.6,0.0,17.0,1.4,205.0,25.0,211.0,0.0,0.0,17.0,9.3,2.2,0.2,0.0,100.0,119.0,25.2,1.3,0.3,3.6000000000000005,7.6,0.0,17.0,1.4,204.99999999999997,25.0,211.0,0.0,0.0,17.0,9.3,2.2,0.2,0.0
268,Grain Sorghum,No allergy,175.0,176.75,Grains,41.4225,0.9975,0.1925,5.88,6.125,0.0,3.5,3.675,612.5,315.0,502.25,0.0,0.0,49.0,7.7,2.625,0.7,0.0,175.0,101.0,23.669999999999998,0.5700000000000001,0.11,3.36,3.5000000000000004,0.0,2.0,2.0999999999999996,350.0,180.0,287.0,0.0,0.0,28.000000000000004,4.4,1.5,0.4,0.0
269,Sweet Sorghum,No allergy,164.0,234.52,Grains,54.12,1.64,0.0,6.56,4.92,0.0,6.56,24.6,557.6,73.8,246.0,0.0,32.8,36.08,4.428,1.476,0.164,0.0,164.0,143.00000000000003,32.99999999999999,1.0,0.0,4.0,3.0,0.0,4.0,15.000000000000002,340.00000000000006,44.99999999999999,150.0,0.0,20.0,22.0,2.7,0.8999999999999999,0.1,0.0
270,Broomcorn Sorghum,No allergy,170.0,559.3,Grains,126.82,5.61,1.02,18.02,10.71,0.0,6.8,19.21,462.4,76.5,256.7,0.0,0.0,28.9,5.78,1.53,0.34,0.0,170.0,328.99999999999994,74.6,3.3000000000000003,0.6,10.6,6.3,0.0,4.0,11.3,272.0,45.0,151.0,0.0,0.0,17.0,3.4000000000000004,0.8999999999999999,0.2,0.0
271,Black Sorghum,No allergy,110.0,372.9,Grains,79.31,3.63,0.66,11.44,6.93,0.0,30.8,0.77,308.0,81.4,311.3,0.0,0.0,30.8,3.63,1.43,0.55,0.0,110.0,338.99999999999994,72.1,3.3000000000000003,0.6,10.4,6.3,0.0,28.000000000000004,0.7000000000000001,280.0,74.00000000000001,283.0,0.0,0.0,28.000000000000004,3.3000000000000003,1.3,0.5,0.0
272,White Sorghum,No allergy,110.0,132.0,Grains,27.5,1.1,0.0,3.3,3.3,0.0,2.2,0.66,385.0,149.6,315.7,0.0,0.0,30.8,3.85,1.32,0.55,0.0,110.0,120.0,25.0,1.0,0.0,3.0,3.0,0.0,2.0,0.6,350.0,136.0,287.0,0.0,0.0,28.000000000000004,3.5000000000000004,1.2,0.5,0.0
273,Red Sorghum,No allergy,110.0,111.1,Grains,25.3,0.66,0.11,3.85,6.6,0.0,2.2,4.29,366.3,181.5,315.7,0.0,0.0,27.5,4.84,1.76,0.22,0.0,110.0,101.0,23.0,0.6,0.1,3.5000000000000004,6.0,0.0,2.0,3.9,333.0,165.0,287.0,0.0,0.0,25.0,4.3999999999999995,1.6,0.2,0.0
274,Common Buckwheat,No allergy,167.0,153.64,Grains,33.4,1.002,0.167,5.678,4.676,0.0,1.67,5.678,768.2,385.77,579.49,0.0,0.0,16.7,4.008,1.837,0.501,0.0,167.0,92.0,20.0,0.6,0.1,3.4000000000000004,2.8000000000000003,0.0,1.0,3.4000000000000004,460.00000000000006,231.0,347.0,0.0,0.0,10.0,2.4,1.0999999999999999,0.3,0.0
275,Tartary Buckwheat,No allergy,175.0,161.0,Grains,35.0875,1.05,0.245,5.425,5.775,0.0,0.0,6.3,404.25,404.25,607.25,0.0,0.0,43.75,16.625,2.275,2.625,0.0,175.0,92.0,20.049999999999997,0.6,0.13999999999999999,3.1,3.3000000000000003,0.0,0.0,3.5999999999999996,231.0,231.0,347.0,0.0,0.0,25.0,9.5,1.3,1.5,0.0
276,Silverhull Buckwheat,No allergy,170.0,156.4,Grains,33.898,1.054,0.2023,5.78,4.76,0.0,3.4,1.53,572.9,392.7,589.9,0.0,0.0,40.8,4.08,2.38,0.68,0.0,170.0,92.0,19.94,0.6200000000000001,0.11900000000000001,3.4000000000000004,2.8,0.0,2.0,0.8999999999999999,336.99999999999994,231.0,347.0,0.0,0.0,24.0,2.4,1.4,0.4,0.0
277,Buckwheat Groats,No allergy,170.0,156.4,Grains,33.83,1.02,0.17,5.78,2.55,0.0,1.7,5.78,782.0,392.7,589.9,0.0,0.0,17.0,4.08,1.87,0.51,0.0,170.0,92.0,19.9,0.6,0.1,3.4000000000000004,1.5,0.0,1.0,3.4000000000000004,459.99999999999994,231.0,347.0,0.0,0.0,10.0,2.4,1.1,0.3,0.0
